"cd_tuss"|"ds_medicamento"|"ds_apresentacao"|"ds_laboratorio"|"dt_inicio_vigencia"|"dt_final_vigencia"|"dt_final_implantacao"|"registro_anvisa"
"90130219"|"LOMFER"|"10 MG/ML XPE CT FR VD AMB X 100 ML"|"LABORATÓRIOS OSÓRIO DE MORAES LTDA"|"10/10/2012"|""|"8/31/2014"|"1050400050036"
"90130197"|"LOMFER"|"60 MG DRG CT BL AL PLAS INC X 50"|"LABORATÓRIOS OSÓRIO DE MORAES LTDA"|"10/10/2012"|""|"8/31/2014"|"1050400050511"
"90130200"|"LOMFER"|"60 MG DRG CX 250 BL AL PLAS INC X 10 (EMB HOSP)"|"LABORATÓRIOS OSÓRIO DE MORAES LTDA"|"10/10/2012"|""|"8/31/2014"|"1050400050521"
"90180798"|"HEMATOFER"|"40 MG COM REV CT BL AL PLAS INC X 500 (EMB HOSP)"|"PRATI DONADUZZI & CIA LTDA"|"10/10/2012"|""|"8/31/2014"|"1256800480027"
"90293711"|"NESH FERRO"|"(40 MG DE FERRO ELEMENTAR) COM REV CT BL AL PLAS AMB X 100 (EMB HOSP)"|"NUNESFARMA DISTRIBUIDORA DE PRODUTOS FARMACÊUTICOS LTDA"|"5/1/2014"|""|"8/31/2014"|"1179500020015"
"90329350"|"NESH FERRO"|"40 MG COM REV CT BL AL PLAS AMB X 30"|"NUNESFARMA DISTRIBUIDORA DE PRODUTOS FARMACÊUTICOS LTDA"|"1/1/2016"|""|"3/31/2016"|"1179500020023"
"90218701"|"SULFERBEL"|"40 MG COM REV CT BL AL PLAS INC X 1000"|"BELFAR LTDA"|"10/10/2012"|""|"8/31/2014"|"1057100040119"
"90396120"|"SULFERBEL"|"40 MG COM REV CT BL AL PLAS INC X 500"|"BELFAR LTDA"|"3/1/2019"|""|"5/31/2019"|"1057100040100"
"90077954"|"FURP-SULFATO FERROSO"|"68 MG/ML SOL OR CX 50 FR VD AMB X 30 ML (EMB HOSP)"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"10/10/2012"|""|"8/31/2014"|"1103901410019"
"90077946"|"FURP-SULFATO FERROSO"|"40 MG COM REV CX FR PE X 1000 (EMB HOSP)"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"10/10/2012"|""|"8/31/2014"|"1103901410035"
"90223713"|"FURP-SULFATO FERROSO"|"40 MG COM REV CX FR PE X 600 (EMB HOSP)"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"10/10/2012"|""|"8/31/2014"|"1103901410043"
"90234030"|"MEDTOM"|"0,91 MG/ML SOL OR FR PLAS INC X 420ML"|"MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA."|"1/1/2016"|""|"3/31/2016"|"1091700880010"
"90236718"|"ANEMIFER"|"60 MG DRG CT BL AL/PLAS INC X 50"|"PHARMASCIENCE INDÚSTRIA FARMACÊUTICA EIRELI"|"10/10/2012"|""|"8/31/2014"|"1171700150049"
"90236726"|"ANEMIFER"|"25 MG/ML SOL OR CT FR PLAS OPC X 30ML"|"PHARMASCIENCE INDÚSTRIA FARMACÊUTICA EIRELI"|"10/10/2012"|""|"8/31/2014"|"1171700150057"
"90236734"|"ANEMIFER"|"10 MG/ML XPE CT FR PLAS AMB X 100 ML"|"PHARMASCIENCE INDÚSTRIA FARMACÊUTICA EIRELI"|"10/10/2012"|""|"8/31/2014"|"1171700150065"
"90164709"|"MASFEROL"|"25 MG/ML XPE FR PLAS TRANS X 400 ML"|"NATULAB LABORATÓRIO S.A"|"10/10/2012"|""|"8/31/2014"|"1384100040077"
"90164695"|"MASFEROL"|"25 MG/ML XPE CT FR VD AMB X 100 ML"|"NATULAB LABORATÓRIO S.A"|"10/10/2012"|""|"8/31/2014"|"1384100040034"
"90277163"|"MASFEROL"|"40 MG COM REV CT BL AL PLAS INC X 40"|"NATULAB LABORATÓRIO S.A"|"12/1/2013"|""|"8/31/2014"|"1384100040212"
"90277139"|"MASFEROL"|"68 MG/ML SOL OR CX 50 FR PLAS OPC GOT X 30 ML"|"NATULAB LABORATÓRIO S.A"|"12/1/2013"|""|"8/31/2014"|"1384100040107"
"90277147"|"MASFEROL"|"125 MG/ML SOL OR CX 100 FR PLAS OPC GOT X 30 ML"|"NATULAB LABORATÓRIO S.A"|"12/1/2013"|""|"8/31/2014"|"1384100040158"
"90277155"|"MASFEROL"|"25 MG/ML XPE CX 50 FR PLAS AMB X 100 ML (EMB HOSP)"|"NATULAB LABORATÓRIO S.A"|"12/1/2013"|""|"8/31/2014"|"1384100040182"
"90277171"|"MASFEROL"|"40 MG COM REV CT BL AL PLAS INC X 500 (EMB HOSP)"|"NATULAB LABORATÓRIO S.A"|"12/1/2013"|""|"8/31/2014"|"1384100040247"
"90414632"|"CONDROFLEX"|"1,5 + 1,2 G PO OR CT 15 SACH X 4,135 G (ABACAXI)"|"ZODIAC PRODUTOS FARMACÊUTICOS S/A"|"3/1/2019"|""|"5/31/2019"|"1221400690099"
"90414640"|"CONDROFLEX"|"1,5 + 1,2 G PO OR CT 30 SACH X 4,135 G (ABAXAXI)"|"ZODIAC PRODUTOS FARMACÊUTICOS S/A"|"3/1/2019"|""|"5/31/2019"|"1221400690110"
"90414659"|"CONDROFLEX"|"1,5 G + 1,2 G PO OR CT 7 SACHES X 4,135 G (TANGERINA)"|"ZODIAC PRODUTOS FARMACÊUTICOS S/A"|"3/1/2019"|""|"5/31/2019"|"1221400690129"
"90414667"|"CONDROFLEX"|"1,5 + 1,2 G PO OR CT 15 SACH X 4,135 G (TANGERINA)"|"ZODIAC PRODUTOS FARMACÊUTICOS S/A"|"3/1/2019"|""|"5/31/2019"|"1221400690080"
"90414675"|"CONDROFLEX"|"1,5 + 1,2 G PO OR CT 30 SACH X 4,135 G (TANGERINA)"|"ZODIAC PRODUTOS FARMACÊUTICOS S/A"|"3/1/2019"|""|"5/31/2019"|"1221400690102"
"90414683"|"CONDROFLEX"|"1,5 G + 1,2 G PO OR CT 7 SACHES X 4,135 G (ABACAXI)"|"ZODIAC PRODUTOS FARMACÊUTICOS S/A"|"3/1/2019"|""|"5/31/2019"|"1221400690137"
"90369378"|"CASPACIL"|"25 MG/ML XAMP FR PLAS OPC X 100 ML"|"CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA"|"4/10/2017"|""|"7/9/2017"|"1071500400010"
"90239610"|"NATIVIT"|"COM REV CT FR PLAS OPC X 30"|"EMS SIGMA PHARMA LTDA"|"10/10/2012"|""|"8/31/2014"|"1356906450020"
"90016599"|"TETMOSOL"|"0,25 G/G SOL TOP CT FR VD AMB X 100 ML"|"ASTRAZENECA DO BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1161800380014"
"90016602"|"TETMOSOL"|"4 G SAB CX 1 UND X 80 G"|"ASTRAZENECA DO BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1161800380030"
"90195043"|"FENERGAN EXPECTORANTE"|"1,130 MG/ML + 9,0 MG/ML XPE ADU CT FR VD AMB X 100 ML"|"SANOFI-AVENTIS FARMACÊUTICA LTDA"|"1/1/2018"|""|"3/31/2018"|"1130003210077"
"90194969"|"EQUILID"|"200 MG COM CT BL AL PLAS INC X 20"|"SANOFI-AVENTIS FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1130001850011"
"90194977"|"EQUILID"|"50 MG CAP GEL DURA CT BL AL PLAS INC X 20"|"SANOFI-AVENTIS FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1130001850028"
"90299191"|"DOGMATIL"|"20 MG/ML SOL OR CT FR VD AMB CGT PEBD X 30 ML "|"SANOFI-AVENTIS FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1130009890061"
"90194799"|"DOGMATIL"|"200 MG COM CT BL AL PLAS INC X 20"|"SANOFI-AVENTIS FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1130009890029"
"90194802"|"DOGMATIL"|"20 MG/ML SOL OR CT FR VD CGT X 30 ML"|"SANOFI-AVENTIS FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1130009890045"
"90194810"|"DOGMATIL"|"50 MG CAP GEL DURA CT BL AL/PLAS INC X 20"|"SANOFI-AVENTIS FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1130009890010"
"90197062"|"SULPAN"|"1 MG + 25 MG CAP GEL DURA CT BL AL PLAS INC X 20"|"SANOFI-AVENTIS FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1130009920025"
"90133668"|"UNASYN"|"50 MG/ML PÓ SUS OR CT FR PLAS OPC X 60 ML + SER DOSAD"|"LABORATÓRIOS PFIZER LTDA"|"1/1/2016"|""|"3/31/2016"|"1021602180013"
"90381793"|"UNASYN"|"50 MG/ML PÓ SUS OR CT FR PLAS OPC X 60 ML + SER DOSAD"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2018"|""|"3/31/2018"|"1211003600010"
"90145542"|"SUMAX"|"100 MG COM REV CT BL AL PLAS INC X 2"|"LIBBS FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1003300290033"
"90314026"|"SUMAX"|"25 MG COM REV CT BL AL PLAS INC X 4"|"LIBBS FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1003301630011"
"90145569"|"SUMAX"|"50 MG COM REV CT BL AL PLAS INC X 2"|"LIBBS FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1003300290144"
"90314034"|"SUMAX"|"6,0 MG/0,5 ML SOL INJ CT SER X 0,5 ML"|"LIBBS FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1003301630021"
"90314042"|"SUMAX"|"100 MG/ML SOL NAS CT FR PLAS OPC SPRAY X 0,2 ML"|"LIBBS FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1003301630038"
"90221567"|"TACROLIL"|"1 MG CAP DURA CT BL AL PLAS PVDC OPC X 100 ENV AL"|"EMS S/A"|"3/1/2019"|""|"8/31/2014"|"1023510300116"
"90221575"|"TACROLIL"|"5 MG CAP DURA CT BL AL PLAS PVDC OPC X 50 ENV AL"|"EMS S/A"|"3/1/2019"|""|"8/31/2014"|"1023510300124"
"90305469"|"TACROLIMO"|"1 MG CAP GEL DURA CT BL AL PLAS OPC X 10 COM SACHE DE SILICA EM EMBALAGEM DE ALUMÍNIO (FLOW PACK)10"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"1/1/2016"|""|"3/31/2016"|"1103901830026"
"90305477"|"TACROLIMO"|"1 MG CAP GEL DURA CT BL AL PLAS OPC X 50 COM SACHE DE SILICA EM EMBALAGEM DE ALUMÍNIO (FLOW PACK)"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"1/1/2016"|""|"3/31/2016"|"1103901830034"
"90305485"|"TACROLIMO"|"1 MG CAP GEL DURA CT BL AL PLAS OPC X 100 COM SACHE DE SILICA EM EMBALAGEM DE ALUMÍNIO (FLOW PACK)"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"1/1/2016"|""|"3/31/2016"|"1103901830042"
"90305493"|"TACROLIMO"|"5 MG CAP GEL DURA CT BL AL PLAS OPC X 50 ENV AL"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"1/1/2016"|""|"3/31/2016"|"1103901830018"
"90305507"|"TACROLIMO"|"5 MG CAP GEL DURA CT BL AL PLAS OPC X 100 ENV AL (EMB HOSP)"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"1/1/2016"|""|"3/31/2016"|"1103901830050"
"90426002"|"TACROZ"|"0,3 MG/G POM DERM CT BG AL PLAS X 10 G"|"GLENMARK FARMACÊUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1101302750010"
"90426029"|"TACROZ"|"1,0 MG/G POM DERM CT BG AL PLAS X 10 G"|"GLENMARK FARMACÊUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1101302750029"
"90232470"|"TARFIC"|"1 MG CAP GEL DURA CT BL AL AL X 100"|"LIBBS FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1003301600015"
"90232488"|"TARFIC"|"5 MG CAP GEL DURA CT BL AL AL X 50"|"LIBBS FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1003301600023"
"90158890"|"TACROFORT"|"5 MG CAP GEL DURA CT BL AL X 50"|"UCB BIOPHARMA LTDA."|"1/1/2018"|""|"3/31/2018"|"1236100710017"
"90417356"|"PROTOPIC"|"0,3 MG/G POM DER CT BG PLAS LAM X 10 G"|"LEO PHARMA LTDA"|"3/1/2019"|""|"5/31/2019"|"1856900070015"
"90417364"|"PROTOPIC"|"1,0 MG/G POM DER CT BG PLAS LAM X 30 G"|"LEO PHARMA LTDA"|"3/1/2019"|""|"5/31/2019"|"1856900070041"
"90417372"|"PROTOPIC"|"1,0 MG/G POM DER CT BG PLAS LAM X 10 G"|"LEO PHARMA LTDA"|"3/1/2019"|""|"5/31/2019"|"1856900070031"
"90250079"|"TACROLIMO"|"1MG CAP GEL DURA CT BL AL AL X 100"|"FUNDAÇÃO OSWALDO CRUZ"|"10/10/2012"|""|"8/31/2014"|"1106301290017"
"90250087"|"TACROLIMO"|"5 MG CAP GEL DURA CT BL AL AL X 50"|"FUNDAÇÃO OSWALDO CRUZ"|"10/10/2012"|""|"8/31/2014"|"1106301290025"
"90250567"|"TARFIC"|"1 MG/G POM DERM CT BG PLAS OPC X 10 G"|"LIBBS FARMACÊUTICA LTDA"|"12/1/2013"|""|"8/31/2014"|"1003301600031"
"90250575"|"TARFIC"|"1 MG/G POM DERM CT BG PLAS OPC X 30 G"|"LIBBS FARMACÊUTICA LTDA"|"12/1/2013"|""|"8/31/2014"|"1003301600041"
"90250583"|"TARFIC"|"0,3 MG/G POM DERM CT BG PLAS OPC X 10 G"|"LIBBS FARMACÊUTICA LTDA"|"12/1/2013"|""|"8/31/2014"|"1003301600058"
"90250591"|"TARFIC"|"0,3 MG/G POM DERM CT BG PLAS OPC X 30 MG"|"LIBBS FARMACÊUTICA LTDA"|"12/1/2013"|""|"8/31/2014"|"1003301600066"
"90408829"|"ATOBACH"|"0,3 MG/G POM DERM CT BG AL X 10 G"|"GERMED FARMACEUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1058309340011"
"90408837"|"ATOBACH"|"0,3 MG/G POM DERM CT BG AL X 30 G"|"GERMED FARMACEUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1058309340028"
"90408845"|"ATOBACH"|"1 MG/G POM DERM CT BG AL X 10 G"|"GERMED FARMACEUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1058309340036"
"90408853"|"ATOBACH"|"1 MG/G POM DERM CT BG AL X 30 G"|"GERMED FARMACEUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1058309340044"
"90427297"|"TACROLIMO"|"0,3 MG/G POM DERM CT BG AL X 10 G"|"GERMED FARMACEUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1058309160011"
"90427300"|"TACROLIMO"|"0,3 MG/G POM DERM CT BG AL X 30 G"|"GERMED FARMACEUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1058309160021"
"90427319"|"TACROLIMO"|"1 MG/G POM DERM CT BG AL X 10 G"|"GERMED FARMACEUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1058309160038"
"90427327"|"TACROLIMO"|"1 MG/G POM DERM CT BG AL X 30 G"|"GERMED FARMACEUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1058309160046"
"90415957"|"CROPOC"|"0,3 MG/G POM DERM CT BG AL X 10 G"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1677305960018"
"90415965"|"CROPOC"|"0,3 MG/G POM DERM CT BG AL X 30 G"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1677305960026"
"90415973"|"CROPOC"|"1 MG/G POM DERM CT BG AL X 10 G"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1677305960034"
"90415981"|"CROPOC"|"1 MG/G POM DERM CT BG AL X 30 G"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1677305960042"
"90429524"|"TACROLIMO"|"0,3 MG/G POM DERM CT BG AL X 10 G"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1677305720017"
"90429532"|"TACROLIMO"|"0,3 MG/G POM DERM CT BG AL X 30 G"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1677305720025"
"90429540"|"TACROLIMO"|"1 MG/G POM DERM CT BG AL X 10 G"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1677305720033"
"90429559"|"TACROLIMO"|"1 MG/G POM DERM CT BG AL X 30 G"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1677305720041"
"90327497"|"PROGRAF"|"5 MG/ML SOL INJ CT 10 AMP VD INC X 1 ML"|"ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA."|"1/1/2016"|""|"3/31/2016"|"1771700070051"
"90327500"|"PROGRAF"|"1MG CAP DURA CT ENV AL BL AL PLAS TRANS X100 "|"ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA."|"1/1/2016"|""|"3/31/2016"|"1771700070019"
"90327519"|"PROGRAF"|"5MG CAP DURA CT ENV AL BL AL PLAS TRANS X 50"|"ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA."|"1/1/2016"|""|"3/31/2016"|"1771700070027"
"90327527"|"PROGRAF"|"1MG CAP DURA LIB PROL CT ENV AL BL AL PLAS TRANS X 50"|"ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA."|"1/1/2016"|""|"3/31/2016"|"1771700070035"
"90327535"|"PROGRAF"|"5MG CAP DURA LIB PROL CT ENV AL BL AL PLAS TRANS X 50"|"ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA."|"1/1/2016"|""|"3/31/2016"|"1771700070043"
"90423674"|"TACROFORT"|"5MG CAP DURA CT BL AL X 50"|"CAMBER FARMACEUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1650700010011"
"90423682"|"TACROFORT"|"1 MG CAP DURA CT BL AL X 50"|"CAMBER FARMACEUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1650700010022"
"90297075"|"ZYAD"|"20 MG COM REV BL AL PLAS TRANS X 1"|"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A"|"1/1/2016"|""|"3/31/2016"|"1057304700011"
"90297083"|"ZYAD"|"20 MG COM REV CT BL AL PLAS TRANS X 2"|"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A"|"1/1/2016"|""|"3/31/2016"|"1057304700036"
"90297091"|"ZYAD"|"20 MG COM REV CT BL AL PLAS TRANS X 4"|"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A"|"1/1/2016"|""|"3/31/2016"|"1057304700052"
"90297156"|"TADALAFILA"|"20 MG COM REV BL AL PLAS TRANS X 1"|"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A"|"1/1/2016"|""|"3/31/2016"|"1057304680019"
"90297164"|"TADALAFILA"|"20 MG COM REV CT BL AL PLAS TRANS X 2"|"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A"|"1/1/2016"|""|"3/31/2016"|"1057304680035"
"90297172"|"TADALAFILA"|"20 MG COM REV CT BL AL PLAS TRANS X 4"|"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A"|"1/1/2016"|""|"3/31/2016"|"1057304680051"
"90299868"|"CIAVOR"|"20 MG COM REV CT BL AL PLAS INC X 1"|"BIOLAB SANUS FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1097402260048"
"90299876"|"CIAVOR"|"20 MG COM REV CT BL AL PLAS INC X 2 "|"BIOLAB SANUS FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1097402260013"
"90299884"|"CIAVOR"|"20 MG COM REV CT BL AL PLAS INC X 4"|"BIOLAB SANUS FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1097402260021"
"90299892"|"CIAVOR"|"20 MG COM REV CT BL AL PLAS INC X 8"|"BIOLAB SANUS FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1097402260031"
"90299906"|"CIAVOR"|"20 MG COM REV CT BL AL PLAS INC X 12 "|"BIOLAB SANUS FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1097402260102"
"90299930"|"CIAVOR"|"5 MG COM REV CT BL AL PLAS INC X 28"|"BIOLAB SANUS FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1097402260080"
"90333683"|"CIAVOR"|"5 MG COM REV CT BL AL PLAS INC X 15"|"BIOLAB SANUS FARMACÊUTICA LTDA"|"6/1/2016"|""|"8/31/2016"|"1097402260072"
"90333691"|"CIAVOR"|"5 MG COM REV CT BL AL PLAS INC X 30"|"BIOLAB SANUS FARMACÊUTICA LTDA"|"6/1/2016"|""|"8/31/2016"|"1097402260099"
"90334540"|"TADALAFILA"|"5 MG COM REV CT BL AL PLAS TRANS X 28"|"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A"|"6/1/2016"|""|"8/31/2016"|"1558404840018"
"90334558"|"TADALAFILA"|"20 MG COM REV CT BL AL PLAS TRANS X 1"|"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A"|"6/1/2016"|""|"8/31/2016"|"1558404840034"
"90334566"|"TADALAFILA"|"20 MG COM REV CT BL AL PLAS TRANS X 2"|"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A"|"6/1/2016"|""|"8/31/2016"|"1558404840042"
"90334574"|"TADALAFILA"|"20 MG COM REV CT BL AL PLAS TRANS X 4"|"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A"|"6/1/2016"|""|"8/31/2016"|"1558404840050"
"90348583"|"CIANEO"|"20 MG COM REV CT BL AL PLAS TRANS X 4"|"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A"|"10/1/2016"|""|"12/31/2016"|"1558405140052"
"90348591"|"CIANEO"|"20 MG COM REV CT BL AL PLAS TRANS X 2"|"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A"|"10/1/2016"|""|"12/31/2016"|"1558405140044"
"90348605"|"CIANEO"|"5 MG COM REV CT BL AL PLAS TRANS X 28"|"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A"|"10/1/2016"|""|"12/31/2016"|"1558405140011"
"90051157"|"CIALIS"|"20 MG COM REV CT BL AL PLAS INC X 4"|"ELI LILLY DO BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1126000740026"
"90051149"|"CIALIS"|"20 MG COM REV CT BL AL PLAS INC X 2"|"ELI LILLY DO BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1126000740018"
"90051165"|"CIALIS"|"20 MG COM REV CT BL AL PLAS INC X 8"|"ELI LILLY DO BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1126000740034"
"90051173"|"CIALIS"|"5 MG COM REV CT BL AL PLAS INC X 28"|"ELI LILLY DO BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1126000740085"
"90221141"|"CIALIS"|"20 MG COM REV CT BL AL PLAS INC X 12"|"ELI LILLY DO BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1126000740107"
"90051092"|"ADCIRCA"|"20 MG COM REV CT BL AL PLAS INC X 60"|"ELI LILLY DO BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1126001840024"
"90221311"|"CIALIS"|"5 MG COM REV CT BL AL PLAS INC X 30"|"ELI LILLY DO BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1126000740093"
"90268997"|"CIALIS"|"20 MG COM REV CT BL AL PLAS INC X 1"|"ELI LILLY DO BRASIL LTDA"|"12/1/2013"|""|"8/31/2014"|"1126000740042"
"90302958"|"TADALAFILA"|"20 MG COM REV CT BL AL PLAS INC X 2 "|"ELI LILLY DO BRASIL LTDA"|"1/1/2016"|""|"3/31/2016"|"1126001890013"
"90302966"|"TADALAFILA"|"20 MG COM REV CT BL AL PLAS INC X 4"|"ELI LILLY DO BRASIL LTDA"|"1/1/2016"|""|"3/31/2016"|"1126001890021"
"90302974"|"TADALAFILA"|"20 MG COM REV CT BL AL PLAS INC X 8"|"ELI LILLY DO BRASIL LTDA"|"1/1/2016"|""|"3/31/2016"|"1126001890031"
"90302982"|"TADALAFILA"|"20 MG COM REV CT BL AL PLAS INC X 1"|"ELI LILLY DO BRASIL LTDA"|"1/1/2016"|""|"3/31/2016"|"1126001890048"
"90302990"|"TADALAFILA"|"20 MG COM REV CT BL AL PLAS INC X 12 "|"ELI LILLY DO BRASIL LTDA"|"1/1/2016"|""|"3/31/2016"|"1126001890102"
"90303008"|"TADALAFILA"|"5 MG COM REV CT BL AL PLAS INC X 7"|"ELI LILLY DO BRASIL LTDA"|"1/1/2016"|""|"3/31/2016"|"1126001890056"
"90303016"|"TADALAFILA"|"5 MG COM REV CT BL AL PLAS INC X 14"|"ELI LILLY DO BRASIL LTDA"|"1/1/2016"|""|"3/31/2016"|"1126001890064"
"90303024"|"TADALAFILA"|"5 MG COM REV CT BL AL PLAS INC X 15"|"ELI LILLY DO BRASIL LTDA"|"1/1/2016"|""|"3/31/2016"|"1126001890072"
"90303032"|"TADALAFILA"|"5 MG COM REV CT BL AL PLAS INC X 28"|"ELI LILLY DO BRASIL LTDA"|"1/1/2016"|""|"3/31/2016"|"1126001890080"
"90303040"|"TADALAFILA"|"5 MG COM REV CT BL AL PLAS INC X 30"|"ELI LILLY DO BRASIL LTDA"|"1/1/2016"|""|"3/31/2016"|"1126001890099"
"90303628"|"TADALAFILA"|"5 MG COM REV CT BL AL PLAS INC X 30"|"EUROFARMA LABORATÓRIOS S.A."|"1/1/2016"|""|"3/31/2016"|"1004311030066"
"90303636"|"TADALAFILA"|"20 MG COM REV CT BL AL PLAS INC X 2"|"EUROFARMA LABORATÓRIOS S.A."|"1/1/2016"|""|"3/31/2016"|"1004311030090"
"90303679"|"TADA"|"20 MG COM REV CT BL AL PLAS INC X 2"|"EUROFARMA LABORATÓRIOS S.A."|"1/1/2016"|""|"3/31/2016"|"1004311120022"
"90303687"|"TADA"|"5 MG COM REV CT BL AL PLAS INC X 30"|"EUROFARMA LABORATÓRIOS S.A."|"1/1/2016"|""|"3/31/2016"|"1004311120146"
"90336208"|"TADALAFILA"|"20 MG COM REV CT BL AL PLAS INC X 1"|"EUROFARMA LABORATÓRIOS S.A."|"6/1/2016"|""|"8/31/2016"|"1004311030023"
"90336259"|"TADALAFILA"|"20 MG COM REV CT BL AL PLAS INC X 4"|"EUROFARMA LABORATÓRIOS S.A."|"6/1/2016"|""|"8/31/2016"|"1004311030104"
